gene_symbol,n_features,features,n_feature_IDs,n_omes,omes,n_tissues,tissues
Alas1,4,TRNSCRPT;HEART;ENSRNOG00000056596|PROT;HEART;NP_077810.2|PROT;LIVER;NP_077810.2|PHOSPHO;LIVER;NP_077810.2_S129s,3,3,"PHOSPHO,PROT,TRNSCRPT",2,"HEART,LIVER"
Zswim8,4,TRNSCRPT;LIVER;ENSRNOG00000056617|PHOSPHO;LIVER;NP_001258204.1_S1139s|PHOSPHO;SKM-GN;NP_001258204.1_S48s|PHOSPHO;LIVER;NP_001258204.1_S48s,3,2,"PHOSPHO,TRNSCRPT",2,"LIVER,SKM-GN"
Arap2,2,TRNSCRPT;LUNG;ENSRNOG00000056826|TRNSCRPT;WAT-SC;ENSRNOG00000056826,1,1,TRNSCRPT,2,"LUNG,WAT-SC"
Slfn4,2,TRNSCRPT;KIDNEY;ENSRNOG00000057092|TRNSCRPT;WAT-SC;ENSRNOG00000057092,1,1,TRNSCRPT,2,"KIDNEY,WAT-SC"
Trpm7,2,TRNSCRPT;KIDNEY;ENSRNOG00000057806|PHOSPHO;LIVER;NP_446157.2_S1857s,2,2,"PHOSPHO,TRNSCRPT",2,"KIDNEY,LIVER"
Spon1,4,TRNSCRPT;WAT-SC;ENSRNOG00000058003|PROT;HEART;NP_742064.1|PROT;WAT-SC;NP_742064.1|METHYL;HEART;chr1-357451_cluster1,3,3,"METHYL,PROT,TRNSCRPT",2,"HEART,WAT-SC"
Hbb,2,TRNSCRPT;HEART;ENSRNOG00000058105|TRNSCRPT;KIDNEY;ENSRNOG00000058105,1,1,TRNSCRPT,2,"HEART,KIDNEY"
Chpt1,2,TRNSCRPT;KIDNEY;ENSRNOG00000058271|TRNSCRPT;WAT-SC;ENSRNOG00000058271,1,1,TRNSCRPT,2,"KIDNEY,WAT-SC"
Plcb2,3,TRNSCRPT;LUNG;ENSRNOG00000058337|TRNSCRPT;WAT-SC;ENSRNOG00000058337|PROT;LUNG;NP_445930.1,2,2,"PROT,TRNSCRPT",2,"LUNG,WAT-SC"
Krt79,3,TRNSCRPT;LUNG;ENSRNOG00000058340|TRNSCRPT;WAT-SC;ENSRNOG00000058340|PROT;LUNG;XP_003750458.1,2,2,"PROT,TRNSCRPT",2,"LUNG,WAT-SC"
Zfp36,2,TRNSCRPT;WAT-SC;ENSRNOG00000058388|ATAC;LIVER;chr1:85382682-85383084,2,2,"ATAC,TRNSCRPT",2,"LIVER,WAT-SC"
Mast2,9,TRNSCRPT;HEART;ENSRNOG00000058476|PHOSPHO;SKM-GN;NP_001101475.1_S1326s|PHOSPHO;SKM-GN;NP_001101475.1_S1338s|PHOSPHO;SKM-GN;NP_001101475.1_S1344s|PHOSPHO;SKM-GN;NP_001101475.1_S1621s|PHOSPHO;SKM-GN;NP_001101475.1_S1714s|PHOSPHO;SKM-GN;NP_001101475.1_S849s|PHOSPHO;SKM-GN;NP_001101475.1_T816t|PHOSPHO;HEART;XP_017448927.1_S1264s,9,2,"PHOSPHO,TRNSCRPT",2,"HEART,SKM-GN"
Palmd,6,TRNSCRPT;SKM-GN;ENSRNOG00000058609|PROT;SKM-GN;NP_001020859.1|PHOSPHO;LUNG;NP_001020859.1_S486sS489s|PHOSPHO;SKM-GN;NP_001020859.1_S489s|PHOSPHO;LUNG;NP_001020859.1_S489s|PHOSPHO;SKM-GN;NP_001020859.1_S520s,5,3,"PHOSPHO,PROT,TRNSCRPT",2,"LUNG,SKM-GN"
Asap1,2,TRNSCRPT;WAT-SC;ENSRNOG00000058733|PHOSPHO;LIVER;NP_001037710.1_S9s,2,2,"PHOSPHO,TRNSCRPT",2,"LIVER,WAT-SC"
Cys1,2,TRNSCRPT;LUNG;ENSRNOG00000058891|TRNSCRPT;WAT-SC;ENSRNOG00000058891,1,1,TRNSCRPT,2,"LUNG,WAT-SC"
Rab11fip1,2,TRNSCRPT;KIDNEY;ENSRNOG00000058940|PHOSPHO;LIVER;NP_001178484.1_S347sS349s,2,2,"PHOSPHO,TRNSCRPT",2,"KIDNEY,LIVER"
Tspan12,2,TRNSCRPT;KIDNEY;ENSRNOG00000059016|ATAC;LIVER;chr4:48926927-48928465,2,2,"ATAC,TRNSCRPT",2,"KIDNEY,LIVER"
LOC685085,2,TRNSCRPT;KIDNEY;ENSRNOG00000059069|ATAC;LUNG;chr4:120084928-120085955,2,2,"ATAC,TRNSCRPT",2,"KIDNEY,LUNG"
LOC100911371,2,TRNSCRPT;KIDNEY;ENSRNOG00000059069|ATAC;LUNG;chr4:120084928-120085955,2,2,"ATAC,TRNSCRPT",2,"KIDNEY,LUNG"
AABR07061383.1,2,TRNSCRPT;KIDNEY;ENSRNOG00000059069|ATAC;LUNG;chr4:120084928-120085955,2,2,"ATAC,TRNSCRPT",2,"KIDNEY,LUNG"
Myo1g,3,TRNSCRPT;LUNG;ENSRNOG00000059140|TRNSCRPT;WAT-SC;ENSRNOG00000059140|PROT;LUNG;XP_006251280.1,2,2,"PROT,TRNSCRPT",2,"LUNG,WAT-SC"
Ldb3,6,TRNSCRPT;HEART;ENSRNOG00000059166|PHOSPHO;SKM-GN;NP_001264087.1_S226s|PHOSPHO;SKM-GN;NP_001264094.1_S268s|PROT;HEART;XP_006252706.2|PHOSPHO;SKM-GN;XP_006252706.2_S221s|PHOSPHO;SKM-GN;XP_006252706.2_Y258y,6,3,"PHOSPHO,PROT,TRNSCRPT",2,"HEART,SKM-GN"
Ppp1r3a,3,TRNSCRPT;HEART;ENSRNOG00000059350|PROT;HEART;NP_001102692.1|PROT;WAT-SC;NP_001102692.1,2,2,"PROT,TRNSCRPT",2,"HEART,WAT-SC"
Lamc3,4,TRNSCRPT;LUNG;ENSRNOG00000059507|TRNSCRPT;WAT-SC;ENSRNOG00000059507|PROT;LUNG;NP_001101300.1|PROT;WAT-SC;NP_001101300.1,2,2,"PROT,TRNSCRPT",2,"LUNG,WAT-SC"
AABR07065531.26,2,TRNSCRPT;LUNG;ENSRNOG00000059660|TRNSCRPT;WAT-SC;ENSRNOG00000059660,1,1,TRNSCRPT,2,"LUNG,WAT-SC"
Gys2,2,TRNSCRPT;WAT-SC;ENSRNOG00000059753|PROT;LIVER;NP_037221.2,2,2,"PROT,TRNSCRPT",2,"LIVER,WAT-SC"
Rnd1,2,TRNSCRPT;SKM-GN;ENSRNOG00000059857|TRNSCRPT;WAT-SC;ENSRNOG00000059857,1,1,TRNSCRPT,2,"SKM-GN,WAT-SC"
Pi4ka,2,TRNSCRPT;WAT-SC;ENSRNOG00000060045|PHOSPHO;LIVER;NP_071637.1_S1375s,2,2,"PHOSPHO,TRNSCRPT",2,"LIVER,WAT-SC"
Ptms,2,TRNSCRPT;HEART;ENSRNOG00000060098|PROT;SKM-GN;NP_114181.1,2,2,"PROT,TRNSCRPT",2,"HEART,SKM-GN"
Kifc2,2,TRNSCRPT;LUNG;ENSRNOG00000060123|TRNSCRPT;WAT-SC;ENSRNOG00000060123,1,1,TRNSCRPT,2,"LUNG,WAT-SC"
Psme4,2,TRNSCRPT;HEART;ENSRNOG00000060340|TRNSCRPT;LUNG;ENSRNOG00000060340,1,1,TRNSCRPT,2,"HEART,LUNG"
Esyt1,2,TRNSCRPT;LUNG;ENSRNOG00000060753|TRNSCRPT;WAT-SC;ENSRNOG00000060753,1,1,TRNSCRPT,2,"LUNG,WAT-SC"
Anxa8,3,TRNSCRPT;LUNG;ENSRNOG00000060949|TRNSCRPT;WAT-SC;ENSRNOG00000060949|PROT;LUNG;NP_001026824.1,2,2,"PROT,TRNSCRPT",2,"LUNG,WAT-SC"
Csde1,2,TRNSCRPT;HEART;ENSRNOG00000061058|PHOSPHO;SKM-GN;NP_446458.1_T677t,2,2,"PHOSPHO,TRNSCRPT",2,"HEART,SKM-GN"
Tmem150a,2,TRNSCRPT;LUNG;ENSRNOG00000061100|TRNSCRPT;WAT-SC;ENSRNOG00000061100,1,1,TRNSCRPT,2,"LUNG,WAT-SC"
Crym,4,TRNSCRPT;SKM-GN;ENSRNOG00000061215|PROT;SKM-GN;NP_446407.1|PROT;HEART;NP_446407.1|PHOSPHO;HEART;NP_446407.1_S21s,3,3,"PHOSPHO,PROT,TRNSCRPT",2,"HEART,SKM-GN"
Dio1,2,TRNSCRPT;KIDNEY;ENSRNOG00000061237|TRNSCRPT;LIVER;ENSRNOG00000061237,1,1,TRNSCRPT,2,"KIDNEY,LIVER"
Ulbp1,2,TRNSCRPT;SKM-GN;ENSRNOG00000061316|TRNSCRPT;LUNG;ENSRNOG00000061316,1,1,TRNSCRPT,2,"LUNG,SKM-GN"
Prkag1,2,TRNSCRPT;HEART;ENSRNOG00000061499|PROT;LIVER;NP_037142.1,2,2,"PROT,TRNSCRPT",2,"HEART,LIVER"
Ndufa9,2,TRNSCRPT;WAT-SC;ENSRNOG00000061684|PROT;SKM-GN;NP_001094222.1,2,2,"PROT,TRNSCRPT",2,"SKM-GN,WAT-SC"
Klrk1,2,TRNSCRPT;LUNG;ENSRNOG00000061739|TRNSCRPT;WAT-SC;ENSRNOG00000061739,1,1,TRNSCRPT,2,"LUNG,WAT-SC"
Slc43a3,2,TRNSCRPT;LIVER;ENSRNOG00000061768|TRNSCRPT;WAT-SC;ENSRNOG00000061768,1,1,TRNSCRPT,2,"LIVER,WAT-SC"
Adprhl1,3,TRNSCRPT;SKM-GN;ENSRNOG00000062013|PROT;HEART;XP_006253501.1|PHOSPHO;SKM-GN;XP_006253501.1_S1219s,3,3,"PHOSPHO,PROT,TRNSCRPT",2,"HEART,SKM-GN"
AABR07035955.1,2,TRNSCRPT;HEART;ENSRNOG00000062144|TRNSCRPT;LUNG;ENSRNOG00000062144,1,1,TRNSCRPT,2,"HEART,LUNG"
AC134224.2,2,TRNSCRPT;SKM-GN;ENSRNOG00000062155|ATAC;LIVER;chr1:221149789-221151236,2,2,"ATAC,TRNSCRPT",2,"LIVER,SKM-GN"
Rpl13a,2,TRNSCRPT;HEART;ENSRNOG00000062298|TRNSCRPT;KIDNEY;ENSRNOG00000062298,1,1,TRNSCRPT,2,"HEART,KIDNEY"
Ccl11,2,IMMUNO;LUNG;EOTAXIN|IMMUNO;LIVER;EOTAXIN,1,1,IMMUNO,2,"LIVER,LUNG"
Csf3,2,IMMUNO;SKM-GN;GCSF|IMMUNO;LIVER;GCSF,1,1,IMMUNO,2,"LIVER,SKM-GN"
Ghrl,2,IMMUNO;SKM-GN;GHRELIN|IMMUNO;WAT-SC;GHRELIN,1,1,IMMUNO,2,"SKM-GN,WAT-SC"
Ifng,2,IMMUNO;SKM-GN;IFNY|IMMUNO;LUNG;IFNY,1,1,IMMUNO,2,"LUNG,SKM-GN"
Lep,2,IMMUNO;KIDNEY;LEPTIN|PROT;WAT-SC;NP_037208.1,2,2,"IMMUNO,PROT",2,"KIDNEY,WAT-SC"
Wnk1,2,PHOSPHO;LIVER;NP_001002823.2_S2236s|PHOSPHO;HEART;NP_001186024.1_T2488t,2,1,PHOSPHO,2,"HEART,LIVER"
Cct5,2,PROT;LIVER;NP_001004078.1|PROT;WAT-SC;NP_001004078.1,1,1,PROT,2,"LIVER,WAT-SC"
Tax1bp1,2,PROT;LIVER;NP_001004199.1|PHOSPHO;HEART;NP_001004199.1_S254s,2,2,"PHOSPHO,PROT",2,"HEART,LIVER"
Hsd17b11,2,PROT;LIVER;NP_001004209.1|PROT;WAT-SC;NP_001004209.1,1,1,PROT,2,"LIVER,WAT-SC"
Etfb,2,PROT;SKM-GN;NP_001004220.1|PROT;HEART;NP_001004220.1,1,1,PROT,2,"HEART,SKM-GN"
Hexa,2,PROT;KIDNEY;NP_001004443.1|PROT;LIVER;NP_001004443.1,1,1,PROT,2,"KIDNEY,LIVER"
Qars1,2,PHOSPHO;SKM-GN;NP_001007625.1_S70s|PHOSPHO;LIVER;NP_001007625.1_S70s,1,1,PHOSPHO,2,"LIVER,SKM-GN"
Mrps15,2,PROT;SKM-GN;NP_001007654.1|PROT;WAT-SC;NP_001007654.1,1,1,PROT,2,"SKM-GN,WAT-SC"
Bcs1l,2,PROT;SKM-GN;NP_001007667.1|PROT;LIVER;NP_001007667.1,1,1,PROT,2,"LIVER,SKM-GN"
Ifit3,2,PROT;HEART;NP_001007695.1|PROT;WAT-SC;NP_001007695.1,1,1,PROT,2,"HEART,WAT-SC"
Cavin2,2,PROT;SKM-GN;NP_001007713.1|PHOSPHO;WAT-SC;NP_001007713.1_S292sS295s,2,2,"PHOSPHO,PROT",2,"SKM-GN,WAT-SC"
Scly,2,PROT;WAT-SC;NP_001007756.1|PHOSPHO;LIVER;NP_001007756.1_S14s,2,2,"PHOSPHO,PROT",2,"LIVER,WAT-SC"
Mtx2,2,PROT;SKM-GN;NP_001008287.1|PROT;LIVER;NP_001008287.1,1,1,PROT,2,"LIVER,SKM-GN"
Diablo,2,PROT;SKM-GN;NP_001008293.1|PROT;LIVER;NP_001008293.1,1,1,PROT,2,"LIVER,SKM-GN"
Btf3,2,PROT;SKM-GN;NP_001008310.1|PROT;LIVER;XP_006231897.1,2,1,PROT,2,"LIVER,SKM-GN"
Ndufaf7,2,PROT;SKM-GN;NP_001008319.1|PROT;LIVER;NP_001008319.1,1,1,PROT,2,"LIVER,SKM-GN"
Eif4b,2,PHOSPHO;HEART;NP_001008325.1_S425s|PHOSPHO;LIVER;NP_001008325.1_S579s,2,1,PHOSPHO,2,"HEART,LIVER"
Lrrc8d,2,PROT;WAT-SC;NP_001008339.2|ATAC;LIVER;chr14:5202688-5203571,2,2,"ATAC,PROT",2,"LIVER,WAT-SC"
Sdhaf2,2,PROT;HEART;NP_001008372.1|PROT;LIVER;XP_006231104.1,2,1,PROT,2,"HEART,LIVER"
Ndufs7,5,PROT;SKM-GN;NP_001008525.1|PROT;HEART;NP_001008525.1|PHOSPHO;SKM-GN;NP_001008525.1_S31s|PHOSPHO;SKM-GN;NP_001008525.1_S40s|PHOSPHO;HEART;NP_001008525.1_Y67y,4,2,"PHOSPHO,PROT",2,"HEART,SKM-GN"
Lmcd1,2,PROT;SKM-GN;NP_001008562.1|PROT;HEART;NP_001008562.1,1,1,PROT,2,"HEART,SKM-GN"
Fga,4,PROT;HEART;NP_001008724.1|ATAC;LIVER;chr2:182012887-182013559|ATAC;LIVER;chr2:182014020-182014485|ATAC;LIVER;chr2:182014666-182015633,4,2,"ATAC,PROT",2,"HEART,LIVER"
Eci3,2,PROT;HEART;NP_001009275.1|PROT;LIVER;NP_001009275.1,1,1,PROT,2,"HEART,LIVER"
Nsdhl,2,PROT;SKM-GN;NP_001009399.1|PROT;LIVER;NP_001009399.1,1,1,PROT,2,"LIVER,SKM-GN"
Hat1,3,PROT;LIVER;NP_001009657.1|ATAC;HEART;chr3:58051202-58051470|ATAC;HEART;chr3:58051890-58052098,3,2,"ATAC,PROT",2,"HEART,LIVER"
Thnsl2,2,PROT;HEART;NP_001009658.1|PROT;LIVER;NP_001009658.1,1,1,PROT,2,"HEART,LIVER"
Etfa,2,PROT;SKM-GN;NP_001009668.1|PROT;HEART;NP_001009668.1,1,1,PROT,2,"HEART,SKM-GN"
Prepl,3,PROT;SKM-GN;NP_001010951.1|ATAC;LIVER;chr6:8321693-8322129|ATAC;SKM-GN;chr6:8341935-8342200,3,2,"ATAC,PROT",2,"LIVER,SKM-GN"
Hbs1l,2,PHOSPHO;SKM-GN;NP_001011934.1_S220s|PHOSPHO;LUNG;NP_001011934.1_S220s,1,1,PHOSPHO,2,"LUNG,SKM-GN"
Hexb,2,PROT;HEART;NP_001011946.1|PROT;KIDNEY;NP_001011946.1,1,1,PROT,2,"HEART,KIDNEY"
Coq6,2,PROT;SKM-GN;NP_001011983.1|PROT;HEART;NP_001011983.1,1,1,PROT,2,"HEART,SKM-GN"
Ndrg1,2,PROT;WAT-SC;NP_001011991.1|ATAC;KIDNEY;chr7:107755398-107755696,2,2,"ATAC,PROT",2,"KIDNEY,WAT-SC"
Tbrg4,2,PROT;SKM-GN;NP_001012154.1|PROT;LIVER;NP_001012154.1,1,1,PROT,2,"LIVER,SKM-GN"
Fxr1,2,PROT;SKM-GN;NP_001012179.1|PROT;LIVER;NP_001012179.1,1,1,PROT,2,"LIVER,SKM-GN"
Phb2,2,PROT;HEART;NP_001013053.1|PROT;LIVER;NP_001013053.1,1,1,PROT,2,"HEART,LIVER"
Fars2,2,PROT;SKM-GN;NP_001013157.1|PROT;LIVER;XP_006253887.1,2,1,PROT,2,"LIVER,SKM-GN"
Triobp,2,PROT;LIVER;NP_001013238.2|PHOSPHO;LUNG;NP_001013238.2_S1594s,2,2,"PHOSPHO,PROT",2,"LIVER,LUNG"
Als2,2,PROT;LUNG;NP_001013431.1|PHOSPHO;LIVER;NP_001013431.1_S1446s,2,2,"PHOSPHO,PROT",2,"LIVER,LUNG"
Ociad1,3,PHOSPHO;LIVER;NP_001013896.1_S122s|PHOSPHO;LIVER;NP_001013896.1_S169s|PHOSPHO;SKM-GN;NP_001013896.1_S198s,3,1,PHOSPHO,2,"LIVER,SKM-GN"
Dnajb12,2,PROT;SKM-GN;NP_001013929.1|PHOSPHO;LIVER;NP_001013929.1_T77t,2,2,"PHOSPHO,PROT",2,"LIVER,SKM-GN"
Ndrg3,2,PHOSPHO;LIVER;NP_001013945.1_S331s|PHOSPHO;LUNG;NP_001013945.1_S335s,2,1,PHOSPHO,2,"LIVER,LUNG"
Tars2,2,PROT;HEART;NP_001014062.1|PROT;LIVER;NP_001014062.1,1,1,PROT,2,"HEART,LIVER"
Errfi1,6,PHOSPHO;KIDNEY;NP_001014093.1_S250s|ATAC;LIVER;chr5:167955759-167955972|ATAC;LIVER;chr5:167966391-167966678|ATAC;LIVER;chr5:167966765-167967025|ATAC;LIVER;chr5:167967066-167967628|ATAC;LIVER;chr5:167968043-167969268,6,2,"ATAC,PHOSPHO",2,"KIDNEY,LIVER"
Fam98a,2,PROT;HEART;NP_001014095.1|ATAC;LIVER;chr6:21051034-21052062,2,2,"ATAC,PROT",2,"HEART,LIVER"
Apool,2,PROT;LIVER;NP_001014127.1|PROT;WAT-SC;NP_001014127.1,1,1,PROT,2,"LIVER,WAT-SC"
Glod4,2,PROT;SKM-GN;NP_001014249.1|PHOSPHO;HEART;NP_001014249.1_S133s,2,2,"PHOSPHO,PROT",2,"HEART,SKM-GN"
Dcaf8,3,PHOSPHO;SKM-GN;NP_001014253.1_S118s|PHOSPHO;LIVER;NP_001014253.1_S124s|PHOSPHO;SKM-GN;NP_001014253.1_S7s,3,1,PHOSPHO,2,"LIVER,SKM-GN"
Chchd2,2,PROT;SKM-GN;NP_001015019.1|PROT;HEART;NP_001015019.1,1,1,PROT,2,"HEART,SKM-GN"
Kyat3,4,PROT;SKM-GN;NP_001015037.1|ATAC;LIVER;chr2:248640447-248640668|ATAC;LIVER;chr2:248640960-248641293|ATAC;LIVER;chr2:248689334-248691838,4,2,"ATAC,PROT",2,"LIVER,SKM-GN"
Nipsnap2,2,PROT;SKM-GN;NP_001017486.1|PROT;KIDNEY;NP_001017486.1,1,1,PROT,2,"KIDNEY,SKM-GN"
Phf11,3,PROT;LUNG;NP_001019443.1|PROT;LIVER;NP_001019443.1|PHOSPHO;LIVER;NP_001019443.1_S166s,2,2,"PHOSPHO,PROT",2,"LIVER,LUNG"
Ifit2,2,PROT;HEART;NP_001019924.1|PROT;WAT-SC;NP_001019924.1,1,1,PROT,2,"HEART,WAT-SC"
Prkra,3,PROT;HEART;NP_001019951.1|PROT;LIVER;NP_001019951.1|PHOSPHO;LIVER;NP_001019951.1_S18s,2,2,"PHOSPHO,PROT",2,"HEART,LIVER"
Cfap36,2,PROT;SKM-GN;NP_001020037.1|METHYL;WAT-SC;chr14-227290_cluster4,2,2,"METHYL,PROT",2,"SKM-GN,WAT-SC"
Cwc15,2,PROT;HEART;NP_001020158.1|PROT;WAT-SC;NP_001020158.1,1,1,PROT,2,"HEART,WAT-SC"
Them4,2,PROT;SKM-GN;NP_001020188.1|PROT;HEART;NP_001020188.1,1,1,PROT,2,"HEART,SKM-GN"
Ntan1,2,PROT;LIVER;NP_001020295.1|PROT;WAT-SC;NP_001020295.1,1,1,PROT,2,"LIVER,WAT-SC"
Sfpq,2,PROT;HEART;NP_001020442.1|PROT;LIVER;NP_001020442.1,1,1,PROT,2,"HEART,LIVER"
Pspc1,2,PROT;LIVER;NP_001020843.1|PROT;WAT-SC;NP_001020843.1,1,1,PROT,2,"LIVER,WAT-SC"
Sec22b,2,PROT;WAT-SC;NP_001020857.1|PHOSPHO;SKM-GN;NP_001020857.1_S137s,2,2,"PHOSPHO,PROT",2,"SKM-GN,WAT-SC"
Yars1,2,PROT;LIVER;NP_001020867.2|PROT;WAT-SC;NP_001020867.2,1,1,PROT,2,"LIVER,WAT-SC"
Upp1,2,PROT;KIDNEY;NP_001025196.1|PROT;LUNG;NP_001025196.1,1,1,PROT,2,"KIDNEY,LUNG"
Cd68,2,PROT;KIDNEY;NP_001026808.1|PROT;LUNG;NP_001026808.1,1,1,PROT,2,"KIDNEY,LUNG"
Acp6,2,PROT;SKM-GN;NP_001026815.1|PROT;HEART;NP_001026815.1,1,1,PROT,2,"HEART,SKM-GN"
Rmdn1,3,PROT;SKM-GN;NP_001026833.1|PROT;HEART;NP_001026833.1|PHOSPHO;HEART;NP_001026833.1_Y188y,2,2,"PHOSPHO,PROT",2,"HEART,SKM-GN"
Cct6a,2,PROT;LIVER;NP_001028856.1|PROT;WAT-SC;NP_001028856.1,1,1,PROT,2,"LIVER,WAT-SC"
Akr1c1,2,PROT;KIDNEY;NP_001028869.1|PROT;LIVER;NP_001028869.1,1,1,PROT,2,"KIDNEY,LIVER"
Ndufaf3,2,PROT;SKM-GN;NP_001029143.1|PROT;HEART;NP_064465.1,2,1,PROT,2,"HEART,SKM-GN"
Ephx1,2,PROT;WAT-SC;NP_001029262.1|PHOSPHO;LIVER;NP_036976.2_S95s,2,2,"PHOSPHO,PROT",2,"LIVER,WAT-SC"
Tnnc1,2,PROT;WAT-SC;NP_001029277.1|ATAC;SKM-GN;chr16:7292937-7293464,2,2,"ATAC,PROT",2,"SKM-GN,WAT-SC"
Nit2,2,PROT;HEART;NP_001029298.1|PROT;LIVER;NP_001029298.1,1,1,PROT,2,"HEART,LIVER"
Dars2,2,PROT;SKM-GN;NP_001029315.1|PROT;HEART;NP_001029315.1,1,1,PROT,2,"HEART,SKM-GN"
Trappc9,2,PHOSPHO;HEART;NP_001029328.1_S693s|ATAC;LIVER;chr7:113692928-113693580,2,2,"ATAC,PHOSPHO",2,"HEART,LIVER"
Iws1,2,PHOSPHO;KIDNEY;NP_001030090.1_S344s|PHOSPHO;WAT-SC;NP_001030090.1_T671t,2,1,PHOSPHO,2,"KIDNEY,WAT-SC"
Etv6,2,PHOSPHO;LIVER;NP_001032430.1_S440s|METHYL;WAT-SC;chr4-335570_cluster1,2,2,"METHYL,PHOSPHO",2,"LIVER,WAT-SC"
Mettl7a,2,PROT;SKM-GN;NP_001032432.1|ATAC;LUNG;chr7:141972595-141974190,2,2,"ATAC,PROT",2,"LUNG,SKM-GN"
Afg1l,2,PROT;SKM-GN;NP_001032745.1|PROT;HEART;NP_001032745.1,1,1,PROT,2,"HEART,SKM-GN"
Trap1,2,PROT;SKM-GN;NP_001034090.1|PROT;LIVER;NP_001034090.1,1,1,PROT,2,"LIVER,SKM-GN"
Ppcs,2,PROT;HEART;NP_001034099.2|PROT;LIVER;NP_001034099.2,1,1,PROT,2,"HEART,LIVER"
Rer1,2,PROT;LIVER;NP_001034101.1|PROT;WAT-SC;NP_001034101.1,1,1,PROT,2,"LIVER,WAT-SC"
Specc1l,2,PHOSPHO;SKM-GN;NP_001034544.1_S890s|METHYL;WAT-SC;chr20-28746_cluster1,2,2,"METHYL,PHOSPHO",2,"SKM-GN,WAT-SC"
Ugt1a6,2,PROT;HEART;NP_001034780.1|PROT;LIVER;NP_001034780.1,1,1,PROT,2,"HEART,LIVER"
Mat2b,2,PROT;LIVER;NP_001037747.1|PROT;WAT-SC;XP_006246188.1,2,1,PROT,2,"LIVER,WAT-SC"
Rgs18,2,PROT;WAT-SC;NP_001040549.1|PHOSPHO;HEART;NP_001040549.1_S218s,2,2,"PHOSPHO,PROT",2,"HEART,WAT-SC"
Bclaf1,2,PROT;WAT-SC;NP_001041317.2|PHOSPHO;HEART;NP_001041317.2_S758sS761s,2,2,"PHOSPHO,PROT",2,"HEART,WAT-SC"
Pkn3,2,PROT;LIVER;NP_001041326.1|ATAC;KIDNEY;chr3:8632302-8633586,2,2,"ATAC,PROT",2,"KIDNEY,LIVER"
Srsf3,2,PROT;HEART;NP_001041372.1|PROT;LIVER;NP_001041372.1,1,1,PROT,2,"HEART,LIVER"
Sqor,2,PROT;SKM-GN;NP_001041378.2|PROT;LIVER;NP_001041378.2,1,1,PROT,2,"LIVER,SKM-GN"
Tpmt,2,PROT;SKM-GN;NP_001072999.1|PROT;LIVER;XP_006253832.1,2,1,PROT,2,"LIVER,SKM-GN"
Shtn1,2,PHOSPHO;LUNG;NP_001073173.2_S506s|PHOSPHO;LIVER;NP_001073173.2_T487t,2,1,PHOSPHO,2,"LIVER,LUNG"
Hnrnpd,2,PROT;HEART;NP_001076009.1|PROT;LIVER;NP_001076009.1,1,1,PROT,2,"HEART,LIVER"
Mpv17,2,PROT;WAT-SC;NP_001091710.1|ATAC;SKM-GN;chr6:26595009-26596763,2,2,"ATAC,PROT",2,"SKM-GN,WAT-SC"
Pkp2,6,PROT;HEART;NP_001093969.1|PROT;LIVER;NP_001093969.1|PHOSPHO;LIVER;NP_001093969.1_S254s|PHOSPHO;HEART;NP_001093969.1_S658s|PHOSPHO;HEART;NP_001093969.1_S665s|PHOSPHO;HEART;NP_001093969.1_S675s,5,2,"PHOSPHO,PROT",2,"HEART,LIVER"
Sdhb,2,PROT;SKM-GN;NP_001094009.1|PHOSPHO;HEART;NP_001094009.1_S224s,2,2,"PHOSPHO,PROT",2,"HEART,SKM-GN"
Iah1,2,PROT;KIDNEY;NP_001094010.1|PROT;LIVER;NP_001094010.1,1,1,PROT,2,"KIDNEY,LIVER"
Numa1,2,PHOSPHO;LIVER;NP_001094161.1_S937s|PHOSPHO;LUNG;XP_008757945.1_S165s,2,1,PHOSPHO,2,"LIVER,LUNG"
Alg2,2,PROT;SKM-GN;NP_001094180.1|PROT;WAT-SC;NP_001094180.1,1,1,PROT,2,"SKM-GN,WAT-SC"
Ap3d1,2,PROT;LIVER;NP_001094189.1|PHOSPHO;SKM-GN;NP_001094189.1_S760s,2,2,"PHOSPHO,PROT",2,"LIVER,SKM-GN"
Mta2,2,PROT;HEART;NP_001094210.1|PROT;LIVER;NP_001094210.1,1,1,PROT,2,"HEART,LIVER"
Grsf1,2,PROT;SKM-GN;NP_001094360.1|PROT;HEART;NP_001094360.1,1,1,PROT,2,"HEART,SKM-GN"
Prkaca,3,PHOSPHO;SKM-GN;NP_001094392.1_T202t|METHYL;WAT-SC;chr19-50189_cluster10|ATAC;SKM-GN;chr19:25094128-25095462,3,3,"ATAC,METHYL,PHOSPHO",2,"SKM-GN,WAT-SC"
Vps13a,2,PROT;SKM-GN;NP_001094445.2|PROT;LIVER;NP_001094445.2,1,1,PROT,2,"LIVER,SKM-GN"
Vipas39,4,PHOSPHO;HEART;NP_001094474.1_S103s|PHOSPHO;HEART;NP_001094474.1_S119s|PHOSPHO;HEART;NP_001094474.1_S119sS124s|PHOSPHO;SKM-GN;NP_001094474.1_S136s,4,1,PHOSPHO,2,"HEART,SKM-GN"
Ndufv3,3,PROT;SKM-GN;NP_001094481.1|PROT;SKM-GN;NP_072129.2|PROT;LIVER;NP_072129.2,2,1,PROT,2,"LIVER,SKM-GN"
Mrps34,2,PROT;SKM-GN;NP_001099241.1|PROT;HEART;NP_001099241.1,1,1,PROT,2,"HEART,SKM-GN"
